id,name,country_id,full_date,year,month,day,wgs_long,wgs_lat,championship_type,is_championship
NxNebraska2025,NxNebraska 2025,USA,2025-11-15,2025,11,15,-96.528643,40.920004,,0
NxNiamiValleySpring2025,NxNiami Valley Spring 2025,USA,2025-04-13,2025,4,13,-84.738156,39.507699,,0
NxNinHanoi2024,NxN in Hanoi 2024,Vietnam,2024-01-27,2024,1,27,105.828652,20.998081,,0
NxNinHanoi2025,NxN in Hanoi 2025,Vietnam,2025-04-26,2025,4,26,105.898187,21.028029,,0
NxNinJura2026,NxN in Jura 2026,Switzerland,2026-07-04,2026,7,4,7.32365,47.340129,,0
NxNjoyableSydneyGathering2026,NxNjoyable Sydney Gathering 2026,Australia,2026-03-28,2026,3,28,151.152868,-33.889868,,0
NxNMexico2017,NxN México 2017,Mexico,2017-02-25,2017,2,25,-100.147697,20.188249,,0
NxNMinnesota2022,NxN Minnesota 2022,USA,2022-08-14,2022,8,14,-93.650882,45.212527,,0
NxNMinnesota2023,NxN Minnesota 2023,USA,2023-12-09,2023,12,9,-93.191328,45.06598,,0
NxNMuroCubea2023,NxN Muro Cubea 2023,Spain,2023-06-17,2023,6,17,-0.43258,38.783265,,0
NxNNonsenseNC2026,NxN Nonsense NC 2026,USA,2026-02-22,2026,2,22,-79.809625,36.067342,,0
NxNRiga2025,NxN Rīgā 2025,Latvia,2025-03-01,2025,3,1,24.184877,56.966303,,0
NxNSanMiguelOpen2024,NxN San Miguel Open 2024,Chile,2024-10-13,2024,10,13,-70.632455,-33.506843,,0
NxNsatFinprov2025,NxNs at Finprov 2025,India,2025-02-16,2025,2,16,76.338669,9.499229,,0
NxNsinNovemberOtautahi2025,NxNs in November - Ōtautahi 2025,New Zealand,2025-11-02,2025,11,2,172.601847,-43.530306,,0
NxNTlaxcala2019,NxN Tlaxcala 2019,Mexico,2019-07-27,2019,7,27,-98.241779,19.300921,,0
NxNTlaxcala2025,NxN Tlaxcala 2025,Mexico,2025-04-19,2025,4,19,-98.212696,19.314691,,0
NxNTormesOpen2023,NxN Tormes Open 2023,Spain,2023-09-23,2023,9,23,-5.649312,40.950437,,0
NxNUnicentroCucuta2026,NxN Unicentro Cúcuta 2026,Colombia,2026-01-25,2026,1,25,-72.493736,7.916433,,0
NxNxNinAstana2026,NxNxN in Astana 2026,Kazakhstan,2026-04-05,2026,4,5,71.503272,51.112292,,0
NxNxNurtingen2023,NxNxNürtingen 2023,Germany,2023-09-30,2023,9,30,9.33546,48.617067,,0
NxNythingGoesBloomsburg2025,NxNything Goes Bloomsburg 2025,USA,2025-09-20,2025,9,20,-76.409162,41.009557,,0
NxNZ2019,NxNZ 2019,New Zealand,2019-04-26,2019,4,26,174.933318,-36.895047,,0
NxNZOpen2018,NxNZ Open 2018,New Zealand,2018-01-27,2018,1,27,174.915111,-36.935563,,0
NyiregyhazaOpen2025,Nyíregyháza Open 2025,Hungary,2025-08-02,2025,8,2,21.71942,47.957799,,0
NykopingCubeDay2016,Nyköping Cube Day 2016,Sweden,2016-02-20,2016,2,20,17.009601,58.749371,,0
NykopingSideEvents2023,Nyköping Side Events 2023,Sweden,2023-05-13,2023,5,13,16.992979,58.753539,,0
NykopingWinterCubing2023,Nyköping Winter Cubing 2023,Sweden,2023-01-07,2023,1,7,16.992979,58.753539,,0
NylidamotKubbafelagsins2024,Nýliðamót Kubbafélagsins 2024,Iceland,2024-03-16,2024,3,16,-21.926811,64.123931,,0
NYUSpring2025,NYU Spring 2025,USA,2025-04-13,2025,4,13,-73.998227,40.729853,,0
NYUSpring2026,NYU Spring 2026,USA,2026-04-05,2026,4,5,-73.998173,40.729905,,0
NYUWinter2024,NYU Winter 2024,USA,2024-03-02,2024,3,2,-73.998227,40.729853,,0
NZCubingDecathlon2024,New Zealand Cubing Decathlon 2024,New Zealand,2024-09-28,2024,9,28,174.901877,-36.908712,,0
NZCubingDecathlon2025,New Zealand Cubing Decathlon 2025,New Zealand,2025-10-25,2025,10,25,174.901877,-36.908712,,0
NZCubingHeptathlon2026,NZ Cubing Heptathlon 2026,New Zealand,2026-03-29,2026,3,29,174.767793,-41.290488,,0
NZCubingintheCapital2025,NZ Cubing in the Capital 2025,New Zealand,2025-09-13,2025,9,13,174.80856,-41.223256,,0
NZNorthIslandChampionship2021,NZ North Island Championship 2021,New Zealand,2021-08-13,2021,8,13,175.302443,-37.806105,,0
NZNorthIslandChampionship2023,NZ North Island Championship 2023,New Zealand,2023-10-27,2023,10,27,174.874752,-36.908995,,0
NZNorthIslandChampionship2024,NZ North Island Championship 2024,New Zealand,2024-07-19,2024,7,19,176.068932,-38.686464,,0
NZNorthIslandChampionship2025,NZ North Island Championship 2025,New Zealand,2025-07-11,2025,7,11,175.62849,-40.352527,,0
NZNorthIslandChampionship2026,NZ North Island Championship 2026,New Zealand,2026-02-27,2026,2,27,176.196431,-37.653468,,0
NZNorthIslandChamps2022,NZ North Island Championship 2022,New Zealand,2022-09-02,2022,9,2,175.067005,-41.126204,,0
NZSouthIslandChampionship2021,NZ South Island Championship 2021,New Zealand,2021-04-17,2021,4,17,172.721318,-43.55617,,0
NZSouthIslandChampionship2022,NZ South Island Championship 2022,New Zealand,2022-06-24,2022,6,24,173.27921,-41.267468,,0
NZSouthIslandChampionship2023,NZ South Island Championship 2023,New Zealand,2023-07-07,2023,7,7,172.624308,-43.56547,,0
NZSouthIslandChampionship2024,NZ South Island Championship 2024,New Zealand,2024-04-19,2024,4,19,168.660687,-45.029623,,0
NZSouthIslandChampionship2025,NZ South Island Championship 2025,New Zealand,2025-04-12,2025,4,12,170.511783,-45.892584,,0
NZSouthIslandChamps2026,NZ South Island Championship 2026,New Zealand,2026-04-10,2026,4,10,172.708412,-43.494468,,0
OahuOhanaCubing2023,Oʻahu ʻOhana Cubing 2023,USA,2023-01-28,2023,1,28,-157.819068,21.298782,,0
OakridgeCubeOpenApril2018,Oakridge Cube Open - April 2018,India,2018-04-14,2018,4,14,77.751968,12.887557,,0
OakValleyWinterA2023,Oak Valley Winter A 2023,USA,2023-02-25,2023,2,25,-117.1095,33.0,,0
OakValleyWinterB2023,Oak Valley Winter B 2023,USA,2023-02-25,2023,2,25,-117.1095,33.0,,0
OakvilleAutumnLimited2018,Oakville Autumn Limited 2018,Canada,2018-12-01,2018,12,1,-79.723427,43.410757,,0
OakvilleFallA2022,Oakville Fall A 2022,Canada,2022-11-26,2022,11,26,-79.723963,43.411017,,0
OakvilleFallB2022,Oakville Fall B 2022,Canada,2022-11-27,2022,11,27,-79.723963,43.411017,,0
OakvilleLimitedFall2017,Oakville Limited Fall 2017,Canada,2017-11-11,2017,11,11,-79.723427,43.410757,,0
OakvilleLimitedFall2018,Oakville Limited Fall 2018,Canada,2018-09-29,2018,9,29,-79.723427,43.410757,,0
OakvilleLimitedSpring2018,Oakville Limited Spring 2018,Canada,2018-04-28,2018,4,28,-79.723427,43.410757,,0
OakvilleLimitedWinter2018,Oakville Limited Winter 2018,Canada,2018-01-27,2018,1,27,-79.723427,43.410757,,0
OamaruOpen2024,Oamaru Open 2024,New Zealand,2024-09-28,2024,9,28,170.918465,-45.079213,,0
OasisdeCastilla2024,Oasis de Castilla 2024,Colombia,2024-01-28,2024,1,28,-74.143434,4.644738,,0
ObeiObeiOpen2009,Obei Obei Open 2009,Italy,2009-12-07,2009,12,7,9.18814,45.463688,,0
OberlinBigCubes2025,Oberlin Big Cubes 2025,USA,2025-11-15,2025,11,15,-82.219445,41.294754,,0
OberlinChallengeI2025,Oberlin Challenge I 2025,USA,2025-10-11,2025,10,11,-82.222096,41.293816,,0
OberlinChallengeI2026,Oberlin Challenge I 2026,USA,2026-02-15,2026,2,15,-82.220385,41.294538,,0
OberlinWeeknightsI2026,Oberlin Weeknights I 2026,USA,2026-03-19,2026,3,19,-82.218767,41.294603,,0
OC2022,Rubik's WCA Oceanic Championship 2022,Australia,2022-12-15,2022,12,15,144.947776,-37.785385,_Oceania,1
OC2024,Rubik's WCA Oceanic Championship 2024,Australia,2024-12-19,2024,12,19,115.852392,-31.956467,_Oceania,1
OcanaBotijOpen2025,Ocaña BotijOpen 2025,Spain,2025-08-23,2025,8,23,-3.498161,39.955374,,0
Oceania10thAnniversary2019,Oceania 10th Anniversary 2019,New Zealand,2019-06-28,2019,6,28,174.781989,-41.303503,,0
OceanStateCubikon2024,Ocean State Cubikon 2024,USA,2024-09-22,2024,9,22,-71.507076,41.437022,,0
OceanStateCubikon2025,Ocean State Cubikon 2025,USA,2025-09-28,2025,9,28,-71.507076,41.437022,,0
OCFMC2024,Rubik's WCA Oceanic Championship FMC 2024,XO,2024-12-07,2024,12,7,132.714843,-26.115985,NZ,1
OCFMC2024,Rubik's WCA Oceanic Championship FMC 2024,XO,2024-12-07,2024,12,7,132.714843,-26.115985,_Oceania,1
OCSEFOpen2017,OCSEF Open 2017,USA,2017-04-23,2017,4,23,-117.867872,33.770283,,0
OctoberahedroniHvidovre2024,Oct-ober-ahedron i Hvidovre 2024,Denmark,2024-10-26,2024,10,26,12.463109,55.625066,,0
OculusCubeOpen2019,Oculus Cube Open 2019,India,2019-01-19,2019,1,19,72.836115,19.123208,,0
OculusCubeOpen2020,Oculus Cube Open 2020,India,2020-02-01,2020,2,1,72.836094,19.123773,,0
OculusCubeOpen2023,Oculus Cube Open 2023,India,2023-03-25,2023,3,25,72.836095,19.124932,,0
OculusCubeOpen2024,Oculus Cube Open 2024,India,2024-03-23,2024,3,23,72.836095,19.124932,,0
OddCubingDay2018,Odd Cubing Day 2018,USA,2018-02-11,2018,2,11,-96.654607,33.128518,,0
OddDayInDelhi2024,Odd Day In Delhi 2024,India,2024-12-29,2024,12,29,77.093498,28.628329,,0
OddDayinSydney2018,Odd Day in Sydney 2018,Australia,2018-11-11,2018,11,11,151.154178,-33.909039,,0
OddDayinSydney2019,Odd Day in Sydney 2019,Australia,2019-11-10,2019,11,10,151.15757,-33.894975,,0
OddDayinSylvan2023,Odd Day in Sylvan 2023,Canada,2023-08-19,2023,8,19,-114.084733,52.306092,,0
OddOlympia2023,Odd Olympia 2023,USA,2023-10-28,2023,10,28,-122.884853,47.018793,,0
OddSeattleSummer2022,Odd Seattle Summer 2022,USA,2022-05-28,2022,5,28,-122.305086,47.655388,,0
OddSidesinSydney2024,Odd Sides in Sydney 2024,Australia,2024-12-07,2024,12,7,151.207465,-33.829539,,0
OdenseClassic2014,Odense Classic Christmas Cubing Competition 2014,Denmark,2014-12-06,2014,12,6,10.36597,55.401064,,0
OdenseClassicCubing2023,Odense Classic Cubing 2023,Denmark,2023-08-12,2023,8,12,10.424404,55.379313,,0
OdenseOpen2010,Odense Open 2010,Denmark,2010-09-25,2010,9,25,10.390635,55.396241,,0
OdessaOpen2014,Odessa Open 2014,Ukraine,2014-07-05,2014,7,5,30.693269,46.341528,,0
OdessaOpen2017,Odessa Open 2017,Ukraine,2017-06-10,2017,6,10,30.717515,46.483531,,0
OdsherredForarscubing2022,Odsherred Forårscubing 2022,Denmark,2022-04-16,2022,4,16,11.661124,55.925005,,0
OdsherredJulehygge2022,Odsherred Julehygge 2022,Denmark,2022-12-03,2022,12,3,11.595279,55.910514,,0
OdsherredSommercubing2023,Odsherred Sommercubing 2023,Denmark,2023-06-24,2023,6,24,11.660841,55.924944,,0
ODUBigBlue2015,ODU Big Blue Open 2015,USA,2015-10-24,2015,10,24,-76.306716,36.886492,,0
ODUBigBlueFall2017,ODU Big Blue Fall 2017,USA,2017-09-09,2017,9,9,-76.306716,36.886492,,0
ODUBigBlueFall2018,ODU Big Blue Fall 2018,USA,2018-10-20,2018,10,20,-76.306716,36.886492,,0
ODUBigBlueFall2019,ODU Big Blue Fall 2019,USA,2019-11-23,2019,11,23,-76.306716,36.886492,,0
ODUBigBlueOpen2025,ODU Big Blue Open 2025,USA,2025-09-13,2025,9,13,-76.306786,36.886468,,0
ODUBigBlueSpring2016,ODU Big Blue Spring 2016,USA,2016-04-23,2016,4,23,-76.306716,36.886492,,0
ODUBigBlueSpring2017,ODU Big Blue Spring 2017,USA,2017-03-04,2017,3,4,-76.306716,36.886492,,0
ODUBigBlueSpring2018,ODU Big Blue Spring 2018,USA,2018-03-31,2018,3,31,-76.306716,36.886492,,0
ODUBigBlueSpring2019,ODU Big Blue Spring 2019,USA,2019-03-30,2019,3,30,-76.304008,36.884023,,0
ODUBigBlueSpring2023,ODU Big Blue Spring 2023,USA,2023-04-22,2023,4,22,-76.306742,36.886434,,0
ODUBigBlueWinter2016,ODU Big Blue Winter 2016,USA,2016-12-03,2016,12,3,-76.306131,36.887831,,0
ODUBigBlueWinter2024,ODU Big Blue Winter 2024,USA,2024-02-17,2024,2,17,-76.306742,36.886434,,0
OFFA2016,OFFA-Meisterschaft 2016,Switzerland,2016-04-16,2016,4,16,9.385857,47.433572,,0
OFFASpeedcubingMeisterschaft2023,OFFA Speedcubing Meisterschaft 2023,Switzerland,2023-04-22,2023,4,22,9.385692,47.433482,,0
OfflineSchwyzSaturday2021,Offline Schwyz Saturday 2021,Switzerland,2021-08-14,2021,8,14,8.652897,47.024566,,0
OfflineSchwyzSunday2021,Offline Schwyz Sunday 2021,Switzerland,2021-08-15,2021,8,15,8.652897,47.024566,,0
Oficina2013,Oficina Open 2013,Brazil,2013-04-13,2013,4,13,-42.530669,-19.46902,,0
OficinaOpen2012,Oficina Open 2012,Brazil,2012-04-14,2012,4,14,-47.064587,-22.889777,,0
OficinaOpen2014,Oficina Open 2014,Brazil,2014-05-03,2014,5,3,-47.064625,-22.889771,,0
OficinaOpen2015,Oficina Open 2015,Brazil,2015-05-16,2015,5,16,-47.064673,-22.890021,,0
OficinaOpen2016,Oficina Open 2016,Brazil,2016-06-18,2016,6,18,-47.064667,-22.890021,,0
OficinaOpen2017,Oficina Open 2017,Brazil,2017-05-20,2017,5,20,-47.064664,-22.890021,,0
OficinaOpen2018,Oficina Open 2018,Brazil,2018-06-30,2018,6,30,-47.064662,-22.890021,,0
OficinaOpen2019,Oficina Open 2019,Brazil,2019-06-08,2019,6,8,-47.064662,-22.890021,,0
OficinaOpen2022,Oficina Open 2022,Brazil,2022-04-23,2022,4,23,-47.029801,-22.900733,,0
OficinaOpen2023,Oficina Open 2023,Brazil,2023-05-06,2023,5,6,-47.029801,-22.900733,,0
OGU2006,Rubik's Cube OGU Open 2006,Japan,2006-10-28,2006,10,28,135.568504,34.816338,,0
OgulinOpen2023,Ogulin Open 2023,Croatia,2023-06-24,2023,6,24,15.227104,45.265682,,0
OgulinOpen2024,Ogulin Open 2024,Croatia,2024-04-27,2024,4,27,15.227104,45.265682,,0
OgunquitWinter2025,Ogunquit Winter 2025,USA,2025-12-20,2025,12,20,-70.595453,43.281063,,0
OHAlrightMinisota2025,OH Alright Mini-sota 2025,USA,2025-03-16,2025,3,16,-93.026537,45.032392,,0
OHinaMadisonBallroom2023,OH in a Madison Ballroom 2023,USA,2023-07-08,2023,7,8,-89.380278,43.071556,,0
OhioChampionship2025,Ohio Championship 2025,USA,2025-12-20,2025,12,20,-83.843952,39.523282,,0
OhioFall2011,Ohio Fall 2011,USA,2011-12-10,2011,12,10,-83.017338,39.999062,,0
OhioOpen2009,Ohio Open 2009,USA,2009-03-28,2009,3,28,-83.015403,40.005158,,0
OhioOpen2010,Ohio Open 2010,USA,2010-06-05,2010,6,5,-83.008575,39.99772,,0
OhioOpen2011,Ohio Open 2011,USA,2011-06-18,2011,6,18,-83.008575,39.99772,,0
OhioQuietChampionship2025,Ohio Quiet Championship 2025,USA,2025-11-23,2025,11,23,-83.00843,39.997922,,0
OHioState2023,OH-io State 2023,USA,2023-10-14,2023,10,14,-83.008617,39.997631,,0
OhioStateDuosI2024,Ohio State Duos I 2024,USA,2024-01-19,2024,1,19,-83.008575,39.99772,,0
OhioStateDuosII2024,Ohio State Duos II 2024,USA,2024-02-15,2024,2,15,-83.008617,39.997631,,0
OhioStateDuosIII2024,Ohio State Duos III 2024,USA,2024-03-07,2024,3,7,-83.008617,39.997631,,0
OhioStateDuosIV2024,Ohio State Duos IV 2024,USA,2024-12-06,2024,12,6,-83.008617,39.997631,,0
OhioStateDuosV2025,Ohio State Duos V 2025,USA,2025-02-06,2025,2,6,-83.008095,39.997436,,0
OhioStateDuosVI2025,Ohio State Duos VI 2025,USA,2025-04-17,2025,4,17,-83.008095,39.997436,,0
OhioStateExpoOpen2022,Ohio State Expo Open 2022,USA,2022-04-01,2022,4,1,-82.992063,40.001903,,0
OhioStateFall2023,Ohio State Fall 2023,USA,2023-09-30,2023,9,30,-83.0185,39.9995,,0
OhioStateFall2024,Ohio State Fall 2024,USA,2024-11-10,2024,11,10,-83.008747,39.9979,,0
OhioStateFall2025,Ohio State Fall 2025,USA,2025-10-05,2025,10,5,-83.008747,39.9979,,0
OhioStateFallGray2022,Ohio State Fall Gray 2022,USA,2022-11-13,2022,11,13,-83.008575,39.99772,,0
OhioStateFallScarlet2022,Ohio State Fall Scarlet 2022,USA,2022-10-30,2022,10,30,-83.008575,39.99772,,0
OhioStateMadness2026,Ohio State Weekend of Madness 2026,USA,2026-03-21,2026,3,21,-83.008661,39.997863,,0
OhioStateMentalMadness2024,Ohio State Mental Madness 2024,USA,2024-03-15,2024,3,15,-83.008296,39.997942,,0
OhioStateMentalMadness2026,Ohio State Mental Madness 2026,USA,2026-03-20,2026,3,20,-83.008296,39.997942,,0
OhioStateMentalWarmup2023,Ohio State Mental Warmup 2023,USA,2023-02-17,2023,2,17,-83.008617,39.997631,,0
OhioStateMiniSunday2023,Ohio State Mini Sunday 2023,USA,2023-02-19,2023,2,19,-83.0188,39.9995,,0
OhioStateNearlyNewYears2024,Ohio State Nearly New Years 2024,USA,2024-12-28,2024,12,28,-83.008661,39.997863,,0
OhioStateRPACCubeClash2023,Ohio State RPAC Cube Clash 2023,USA,2023-02-18,2023,2,18,-83.0184,39.9995,,0
OhioStateRPACCubeClash2024,Ohio State RPAC Cube Clash 2024,USA,2024-03-23,2024,3,23,-83.0184,39.9995,,0
OhioStateSpring2024,Ohio State Spring 2024,USA,2024-04-21,2024,4,21,-83.018975,39.999999,,0
OhioStateSpringFirstTimersA2023,Ohio State Spring First-Timers A 2023,USA,2023-05-01,2023,5,1,-83.008617,39.997631,,0
OhioStateSpringFirstTimersB2023,Ohio State Spring First-Timers B 2023,USA,2023-05-02,2023,5,2,-83.008617,39.997631,,0
OhioStateSpringFirstTimersC2023,Ohio State Spring First-Timers C 2023,USA,2023-05-03,2023,5,3,-83.008617,39.997631,,0
OhioStateSpringGray2023,Ohio State Spring Gray 2023,USA,2023-04-15,2023,4,15,-83.008575,39.99772,,0
OhioStateSpringScarlet2023,Ohio State Spring Scarlet 2023,USA,2023-04-08,2023,4,8,-83.0187,39.9995,,0
OhioStateSummer2024,Ohio State Summer 2024,USA,2024-06-01,2024,6,1,-83.008617,39.997631,,0
OhioStateSummer2025,Ohio State Summer 2025,USA,2025-07-20,2025,7,20,-83.008747,39.9979,,0
OhioStateSummerSolving2023,Ohio State Summer Solving 2023,USA,2023-06-10,2023,6,10,-83.008617,39.997631,,0
OhioStateWeekendofMadness2024,Ohio State Weekend of Madness 2024,USA,2024-03-16,2024,3,16,-83.008661,39.997863,,0
OhioStateWeekendofMadness2025,Ohio State Weekend of Madness 2025,USA,2025-03-15,2025,3,15,-83.008661,39.997865,,0
OhioStateWinter2023,Ohio State Winter 2023,USA,2023-12-09,2023,12,9,-83.008617,39.997631,,0
OhioStateWinter2025,Ohio State Winter 2025,USA,2025-01-18,2025,1,18,-83.008617,39.99763,,0
OhioStateWinter2026,Ohio State Winter 2026,USA,2026-01-17,2026,1,17,-83.008617,39.99763,,0
OhioUniversity2026,Ohio University 2026,USA,2026-03-07,2026,3,7,-82.101798,39.324872,,0
OhioValleyOpen2022,Ohio Valley Open 2022,USA,2022-10-01,2022,10,1,-81.405277,40.467889,,0
OHMadnessBaja2025,OH Madness Baja 2025,Mexico,2025-07-12,2025,7,12,-116.938305,32.495193,,0
OHMyMarchSingapore2025,OH My March Singapore 2025,Singapore,2025-03-30,2025,3,30,103.853633,1.299048,,0
OHSaladOpen2025,OH Salad Open 2025,Chile,2025-10-04,2025,10,4,-70.570525,-33.405307,,0
OITCountryCrossfield2025,Out in the Country Crossfield 2025,Canada,2025-05-03,2025,5,3,-114.025914,51.433923,,0
OKCCubeOffWinter2024,OKC Cube-Off Winter 2024,USA,2024-02-24,2024,2,24,-97.514573,35.460329,,0
OkcheonAutumnBreeze2025,Okcheon Autumn Breeze 2025,Korea,2025-10-18,2025,10,18,127.567187,36.301459,,0
OKCHolidayCubeOff2024,OKC Holiday Cube-Off 2024,USA,2024-11-30,2024,11,30,-97.519305,35.445079,,0
OKCHolidayWeeknight2025,OKC Holiday Weeknight Cube-Off 2025,USA,2025-12-22,2025,12,22,-97.557028,35.525613,,0
OKCubing2016,OKCubing 2016,USA,2016-01-16,2016,1,16,-97.516152,35.445004,,0
OKCUnorthodoxBlocks2025,OKC Unorthodox Blocks 2025,USA,2025-08-10,2025,8,10,-97.515807,35.459586,,0
OKCUnorthodoxWinter2026,OKC Unorthodox Blocks Winter 2026,USA,2026-02-07,2026,2,7,-97.515807,35.459586,,0
OKCWeeknightSolves2025,OKC Weeknight Solves 2025,USA,2025-09-11,2025,9,11,-97.557028,35.525613,,0
OKCWinter2026,OKC Winter 2026,USA,2026-01-10,2026,1,10,-97.420515,35.446723,,0
Oklahoma2020,Oklahoma 2020,USA,2019-12-31,2019,12,31,-97.16462,34.183262,,0
OklahomaAfternoonTwist2024,Oklahoma Afternoon Twist 2024,USA,2024-07-06,2024,7,6,-97.444225,35.209706,,0
OklahomaChampionship2024,Oklahoma Championship 2024,USA,2024-06-29,2024,6,29,-98.428703,34.617165,,0
OklahomaChampionship2025,Oklahoma Championship 2025,USA,2025-05-03,2025,5,3,-97.515022,35.461207,,0
OklahomaChampionship2026,Oklahoma Championship 2026,USA,2026-05-15,2026,5,15,-97.398902,35.190724,,0
OklahomaFall2016,Oklahoma Fall 2016,USA,2016-10-01,2016,10,1,-97.478181,35.243559,,0
OklahomaFall2018,Oklahoma Fall 2018,USA,2018-09-01,2018,9,1,-98.389385,34.610696,,0
OklahomaFall2019,Oklahoma Fall 2019,USA,2019-10-05,2019,10,5,-97.16462,34.183262,,0
OklahomaFall2023,Oklahoma Fall 2023,USA,2023-11-11,2023,11,11,-97.602357,35.446992,,0
OklahomaFallAM2021,Oklahoma Fall AM 2021,USA,2021-10-09,2021,10,9,-97.602357,35.446992,,0
OklahomaFallPM2021,Oklahoma Fall PM 2021,USA,2021-10-09,2021,10,9,-97.602357,35.446992,,0
OklahomaOpen2010,Oklahoma Open 2010,USA,2010-04-17,2010,4,17,-97.445648,35.211124,,0
OklahomaOpen2014,Oklahoma Open 2014,USA,2014-11-15,2014,11,15,-97.459699,35.211616,,0
OklahomaOpen2019,Oklahoma Open 2019,USA,2019-01-12,2019,1,12,-98.389385,34.610696,,0
OklahomaQuietChampionship2024,Oklahoma Quiet Championship 2024,USA,2024-09-22,2024,9,22,-97.120467,34.170803,,0
OklahomaSpring2019,Oklahoma Spring 2019,USA,2019-03-16,2019,3,16,-97.16462,34.183262,,0
OklahomaSpring2020,Oklahoma Spring 2020,USA,2020-03-28,2020,3,28,-97.602357,35.446992,,0
OktoberBrest2014,OktoberBrest 2014,Belarus,2014-10-17,2014,10,17,23.692596,52.094135,,0
OldenburgOsterOpen2025,Oldenburg Oster Open 2025,Germany,2025-04-11,2025,4,11,8.243506,53.124694,,0
OldeTownParker2020,Olde Town Parker 2020,USA,2020-02-15,2020,2,15,-104.756925,39.532016,,0
OldhamCountyCubing2024,Oldham County Cubing 2024,USA,2024-09-08,2024,9,8,-85.437988,38.393767,,0
OldhamCountyFall2025,Oldham County Fall 2025,USA,2025-10-18,2025,10,18,-85.437988,38.393767,,0
OldhamCountySpring2025,Oldham County Spring 2025,USA,2025-03-22,2025,3,22,-85.437988,38.393767,,0
OldhamCountySummer2026,Oldham County Summer 2026,USA,2026-06-20,2026,6,20,-85.437988,38.393767,,0
OldVinaCubingFest2022,Viña Cubing Fest 2022,Bolivia,2022-11-05,2022,11,5,-63.187088,-17.809604,,0
OleksandriiaOpen2012,Oleksandriia Open 2012,Ukraine,2012-08-18,2012,8,18,30.58744,50.52531,,0
OleksandriiaOpen2013,Oleksandriia Open 2013,Ukraine,2013-10-12,2013,10,12,33.121107,48.674718,,0
OleksandriiaOpen2014,Oleksandriia Open 2014,Ukraine,2014-08-16,2014,8,16,33.121044,48.674608,,0
OlimpiadasdelaMente2023,Olimpiadas de la Mente 2023,Chile,2023-08-05,2023,8,5,-70.59338,-33.468448,,0
OlimpiadasdelaMenteSantiago2022,Olimpiadas de la Mente - Santiago 2022,Chile,2022-06-11,2022,6,11,-70.656597,-33.452174,,0
OlimpiadasdelaMenteStgo2025,Olimpiadas de la Mente - Santiago 2025,Chile,2025-11-22,2025,11,22,-70.604249,-33.466853,,0
OlimpiadasSantiago2024,Olimpiadas de la Mente - Santiago 2024,Chile,2024-11-30,2024,11,30,-70.562975,-33.472788,,0
OlsztynOpen2017,Olsztyn Open 2017,Poland,2017-01-14,2017,1,14,20.476584,53.780369,,0
OlsztynOpen2023,Olsztyn Open 2023,Poland,2023-06-24,2023,6,24,20.42916,53.765108,,0
OlsztynOpen2024,Olsztyn Open 2024,Poland,2024-12-14,2024,12,14,20.456106,53.744041,,0
OlsztynOpen2025,Olsztyn Open 2025,Poland,2025-11-22,2025,11,22,20.460427,53.757559,,0
OlsztynSpringOpen2022,Olsztyn Spring Open 2022,Poland,2022-05-07,2022,5,7,20.485404,53.779089,,0
OlsztynSquared2023,Olsztyn Squared 2023,Poland,2023-02-11,2023,2,11,20.485463,53.775516,,0
OlsztynSquared2024,Olsztyn Squared 2024,Poland,2024-11-16,2024,11,16,20.485438,53.775507,,0
OlsztyNxN2026,OlsztyNxN 2026,Poland,2026-01-09,2026,1,9,20.460427,53.757559,,0
OlteFebruarFuurobe2025,Olte Februar Füürobe 2025,Switzerland,2025-02-25,2025,2,25,7.897362,47.35206,,0
OlteNovemberNachtschicht2024,Olte November Nachtschicht 2024,Switzerland,2024-11-26,2024,11,26,7.897263,47.35218,,0
OlteObigOvertimer2024,Olte Obig Overtimer 2024,Switzerland,2024-04-02,2024,4,2,7.911314,47.34971,,0
OlympiaClassic2024,Olympia Classic 2024,USA,2024-05-05,2024,5,5,-122.884853,47.018793,,0
OlympiaFall2024,Olympia Fall 2024,USA,2024-11-09,2024,11,9,-122.884853,47.018793,,0
OmahaVirtualCubing2020,Omaha Virtual Cubing 2020,USA,2020-03-21,2020,3,21,-95.936897,41.206753,,0
OmanOpen2023,Oman Open 2023,Oman,2023-03-11,2023,3,11,58.292062,23.576812,OM,1
OmanOpen2026,Oman Open 2026,Oman,2026-04-18,2026,4,18,58.209139,23.589451,OM,1
Omiyabigs2018,Omiya Bigs 2018,Japan,2018-06-10,2018,6,10,139.630903,35.902608,,0
OmniconCubesTN2025,Omnicon & Cubes TN 2025,USA,2025-11-15,2025,11,15,-85.508676,36.172393,,0
OnedayinVileyka2019,One day in Vileyka 2019,Belarus,2019-09-08,2019,9,8,26.91784,54.496867,,0
OneDayIstanbulA2024,One Day İstanbul A 2024,Turkey,2024-03-09,2024,3,9,28.986635,41.046781,,0
OneDayIstanbulB2024,One Day İstanbul B 2024,Turkey,2024-03-10,2024,3,10,28.98664,41.046789,,0
OneHandedOpenNY2025,One-Handed Open NY 2025,USA,2025-06-07,2025,6,7,-77.492547,43.085943,,0
OneLookinginCavarzere2022,One Looking in Cavarzere 2022,Italy,2022-04-09,2022,4,9,12.08945,45.134233,,0
OneLYCube2018,One LY Cube 2018,Russia,2018-05-12,2018,5,12,52.318429,54.886321,,0
