id,name,country_id,full_date,year,month,day,wgs_long,wgs_lat,championship_type,is_championship
BerkeleyMarchWeekday2026,Berkeley March Weekday 2026,USA,2026-03-13,2026,3,13,-122.25799,37.870054,,0
BerkeleyMarchWeekdayNxN2025,Berkeley March Weekday NxN 2025,USA,2025-03-07,2025,3,7,-122.257828,37.869615,,0
BerkeleyMayWeekday2026,Berkeley May Weekday 2026,USA,2026-05-01,2026,5,1,-122.25799,37.870054,,0
BerkeleyMindSports2014,Berkeley Mind Sports 2014,USA,2014-03-16,2014,3,16,-122.248488,37.86386,,0
BerkeleyNovemberTricubealon2024,Berkeley November Weekday Tricubealon 2024,USA,2024-11-18,2024,11,18,-122.257828,37.869615,,0
BerkeleyNovemberWeekday2025,Berkeley November Weekday 2025,USA,2025-11-14,2025,11,14,-122.257828,37.869615,,0
BerkeleyOctoberTricubealon2024,Berkeley October Weekday Tricubealon 2024,USA,2024-10-21,2024,10,21,-122.257828,37.869615,,0
BerkeleyOctoberWeekday2025,Berkeley October Weekday 2025,USA,2025-10-24,2025,10,24,-122.257828,37.869615,,0
BerkeleyPreCalDay2026,Berkeley Pre-Cal Day 2026,USA,2026-04-17,2026,4,17,-122.25799,37.870054,,0
BerkeleyPreCalDayTricubealon2025,Berkeley Pre-Cal Day Tricubealon 2025,USA,2025-04-18,2025,4,18,-122.25799,37.870054,,0
BerkeleySeptemberWeekday2025,Berkeley September Weekday 2025,USA,2025-09-19,2025,9,19,-122.259474,37.869102,,0
BerkeleySpring2007,Berkeley Spring competition 2007,USA,2007-04-14,2007,4,14,-122.26623,37.872397,,0
BerkeleySpring2008,Berkeley Spring competition 2008,USA,2008-04-26,2008,4,26,-122.26623,37.872397,,0
BerkeleySpring2009,Berkeley Spring competition 2009,USA,2009-04-25,2009,4,25,-122.279811,37.870736,,0
BerkeleySpring2010,Berkeley Spring 2010,USA,2010-04-25,2010,4,25,-122.259616,37.87241,,0
BerkeleySpring2012,Berkeley Spring 2012,USA,2012-03-17,2012,3,17,-122.245536,37.87544,,0
BerkeleySpring2013,Berkeley Spring 2013,USA,2013-04-27,2013,4,27,-122.24753,37.87116,,0
BerkeleySpring2014,Berkeley Spring 2014,USA,2014-04-19,2014,4,19,-122.25911,37.871228,,0
BerkeleySpring2015,Berkeley Spring 2015,USA,2015-04-12,2015,4,12,-122.25854,37.871899,,0
BerkeleySpring2016,Berkeley Spring 2016,USA,2016-04-10,2016,4,10,-122.264749,37.873435,,0
BerkeleySpring2017,Berkeley Spring 2017,USA,2017-04-15,2017,4,15,-122.262138,37.871489,,0
BerkeleySpring2018,Berkeley Spring 2018,USA,2018-04-07,2018,4,7,-122.260551,37.8707,,0
BerkeleySpring2019,Berkeley Spring 2019,USA,2019-04-21,2019,4,21,-122.259772,37.869113,,0
BerkeleySpring2020,Berkeley Spring 2020,USA,2020-03-29,2020,3,29,-122.259772,37.869113,,0
BerkeleySpring2023,Berkeley Spring 2023,USA,2023-03-12,2023,3,12,-122.259772,37.869113,,0
BerkeleySpring2024,Berkeley Spring 2024,USA,2024-04-21,2024,4,21,-122.259772,37.869113,,0
BerkeleySpring2025,Berkeley Spring 2025,USA,2025-03-02,2025,3,2,-122.259772,37.869113,,0
BerkeleySpring2026,Berkeley Spring 2026,USA,2026-04-26,2026,4,26,-122.259772,37.869113,,0
BerkeleySummer2009,Berkeley Summer competition 2009,USA,2009-06-27,2009,6,27,-122.279811,37.870736,,0
BerkeleySummer2010,Berkeley Summer 2010,USA,2010-07-11,2010,7,11,-122.245536,37.87544,,0
BerkeleySummer2011,Berkeley Summer 2011,USA,2011-08-07,2011,8,7,-122.272747,37.871592,,0
BerkeleySummer2013,Berkeley Summer 2013,USA,2013-08-03,2013,8,3,-122.27282,37.87157,,0
BerkeleySummer2014,Berkeley Summer 2014,USA,2014-09-06,2014,9,6,-122.259031,37.871265,,0
BerkeleySummer2015,Berkeley Summer 2015,USA,2015-09-12,2015,9,12,-122.257793,37.873651,,0
BerkeleySummer2016,Berkeley Summer 2016,USA,2016-09-17,2016,9,17,-122.257153,37.871951,,0
BerkeleySummer2017,Berkeley Summer 2017,USA,2017-09-16,2017,9,16,-122.25759,37.866327,,0
BerkeleySummer2018,Berkeley Summer 2018,USA,2018-09-15,2018,9,15,-122.259772,37.869113,,0
BerkeleySummer2019,Berkeley Summer 2019,USA,2019-09-21,2019,9,21,-122.259772,37.869113,,0
BerkeleySummer2022,Berkeley Summer 2022,USA,2022-06-11,2022,6,11,-122.259772,37.869113,,0
BerkeleySummer2023,Berkeley Summer 2023,USA,2023-08-26,2023,8,26,-122.259772,37.869113,,0
BerkeleySummer2024,Berkeley Summer 2024,USA,2024-06-09,2024,6,9,-122.259772,37.869113,,0
BerkeleyWeekdayinSpring2024,Berkeley Weekday in Spring 2024,USA,2024-03-12,2024,3,12,-122.259474,37.869102,,0
BerkeleyWeekdayTricubealon2024,Berkeley Weekday Tricubealon 2024,USA,2024-04-15,2024,4,15,-122.259474,37.869102,,0
BerkeleyWinter2010,Berkeley Winter 2010,USA,2010-01-30,2010,1,30,-122.245536,37.87544,,0
BerkeleyWinter2011,Berkeley Winter 2011,USA,2011-02-12,2011,2,12,-122.272747,37.871592,,0
BerkeleyWinter2012,Berkeley Winter 2012,USA,2012-01-28,2012,1,28,-122.245536,37.87544,,0
BerkeleyWinter2013,Berkeley Winter 2013,USA,2013-03-09,2013,3,9,-122.24753,37.87116,,0
BerkeleyWinter2014,Berkeley Winter 2014,USA,2014-02-01,2014,2,1,-122.250366,37.869704,,0
BerkeleyWinter2015,Berkeley Winter 2015,USA,2015-02-21,2015,2,21,-122.25854,37.871899,,0
BerkeleyWinter2016,Berkeley Winter 2016,USA,2016-02-20,2016,2,20,-122.260551,37.8707,,0
BerkeleyWinter2017,Berkeley Winter 2017,USA,2017-02-11,2017,2,11,-122.257153,37.871951,,0
BerkeleyWinter2018,Berkeley Winter 2018,USA,2018-02-24,2018,2,24,-122.259652,37.869223,,0
BerkeleyWinter2022,Berkeley Winter 2022,USA,2022-01-22,2022,1,22,-122.259772,37.869113,,0
BerkeleyWinter2024,Berkeley Winter 2024,USA,2024-02-04,2024,2,4,-122.259772,37.869113,,0
BerkeleyWinter2025,Berkeley Winter 2025,USA,2025-02-08,2025,2,8,-122.259772,37.869113,,0
BerkeleyWinterA2023,Berkeley Winter A 2023,USA,2023-01-21,2023,1,21,-122.259772,37.869113,,0
BerkeleyWinterB2023,Berkeley Winter B 2023,USA,2023-01-22,2023,1,22,-122.259772,37.869113,,0
BerkshiresCubeDayatBART2026,Berkshires Cube Day at BART 2026,USA,2026-01-24,2026,1,24,-73.1212,42.619586,,0
BerlinKubusProjekt2017,Berlin Kubus Projekt 2017,Germany,2017-12-02,2017,12,2,13.270713,52.47257,,0
BerlinOpen2012,Berlin Open 2012,Germany,2012-05-12,2012,5,12,13.550719,52.45956,,0
BerlinOpen2013,Berlin Open 2013,Germany,2013-05-17,2013,5,17,13.253846,52.444043,,0
BerlinOpen2014,Berlin Open 2014,Germany,2014-05-24,2014,5,24,13.364481,52.528336,,0
BerlinSummerCubeDay2015,Berlin Summer Cube Day 2015,Germany,2015-06-21,2015,6,21,13.424714,52.520615,,0
BerlinSummerCubeDays2016,Berlin Summer Cube Days 2016,Germany,2016-07-02,2016,7,2,13.526437,52.456931,,0
BerlinSummerDays2017,Berlin Summer Cube Days 2017,Germany,2017-06-10,2017,6,10,13.419655,52.566737,,0
BerlinSummerOpen2025,Berlin Summer Open 2025,Germany,2025-06-14,2025,6,14,13.354548,52.603579,,0
BerlinWinter2013,Berlin Cube Day 2013,Germany,2013-12-29,2013,12,29,13.363999,52.529217,,0
BerlinWinterCubing2019,Berlin Winter Cubing 2019,Germany,2019-01-19,2019,1,19,13.42658,52.41623,,0
BerlinWinterCubing2020,Berlin Winter Cubing 2020,Germany,2020-01-18,2020,1,18,13.42658,52.41623,,0
Bermuda2025,Bermuda 2025,United Kingdom,2025-04-05,2025,4,5,-64.794112,32.276044,,0
BernardoHeightsSidesOpen2022,Bernardo Heights Sides Open 2022,USA,2022-09-25,2022,9,25,-117.065109,32.997155,,0
BernCubingFestival2026,Bern Cubing Festival 2026,Switzerland,2026-03-08,2026,3,8,7.506232,46.934609,,0
BernoFeetFriendship2019,Bernô Feet Friendship 2019,Brazil,2019-12-14,2019,12,14,-46.595313,-23.660541,,0
BerwickFall2023,Berwick Fall 2023,USA,2023-09-16,2023,9,16,-76.233386,41.072361,,0
BerwickSpring2024,Berwick Spring 2024,USA,2024-05-18,2024,5,18,-76.233503,41.072403,,0
BerwickSpring2025,Berwick Spring 2025,USA,2025-06-14,2025,6,14,-76.233503,41.072403,,0
BeskidCubing2023,Beskid Cubing 2023,Poland,2023-10-14,2023,10,14,19.058793,49.784844,,0
BeskidyCubingDay2016,Beskidy Cubing Day 2016,Poland,2016-01-09,2016,1,9,19.600599,49.738214,,0
BeskidyCubingDay2025,Beskidy Cubing Day 2025,Poland,2025-06-14,2025,6,14,18.98358,49.807309,,0
BeskidySideDays2022,Beskidy Side Days 2022,Poland,2022-12-10,2022,12,10,19.052755,49.827323,,0
BeskidySideDays2024,Beskidy Side Days 2024,Poland,2024-11-30,2024,11,30,19.052857,49.827195,,0
BeskidySideDays2025,Beskidy Side Days 2025,Poland,2025-08-09,2025,8,9,19.022308,49.785882,,0
BestinWestLafayette2025,Best in West Lafayette 2025,USA,2025-11-08,2025,11,8,-86.921639,40.447224,,0
BestOpen2017,Best Open 2017,Philippines,2017-04-01,2017,4,1,121.076846,14.603767,,0
BethesdaSummerShowdown2024,Bethesda Summer Showdown 2024,USA,2024-06-29,2024,6,29,-77.124525,39.004453,,0
BethesdaWinterWonderland2025,Bethesda Winter Wonderland 2025,USA,2025-01-18,2025,1,18,-77.131614,39.025972,,0
Bethlehem2025,Bethlehem 2025,Palestine,2025-04-17,2025,4,17,35.19853,31.71935,,0
BEU2018,Baku Engineering University 2018,Azerbaijan,2018-03-04,2018,3,4,49.725627,40.477033,,0
BeverenSaturdayOpen2024,Beveren Saturday Open 2024,Belgium,2024-11-23,2024,11,23,4.250672,51.214348,,0
BeverenSaturdayOpen2025,Beveren Saturday Open 2025,Belgium,2025-09-27,2025,9,27,4.250672,51.214348,,0
BeverenSundayOpen2024,Beveren Sunday Open 2024,Belgium,2024-11-24,2024,11,24,4.250672,51.214348,,0
BeverenSundayOpen2025,Beveren Sunday Open 2025,Belgium,2025-09-28,2025,9,28,4.250672,51.214348,,0
BeyondtheCubePTY2025,Beyond the Cube PTY 2025,Panama,2025-08-16,2025,8,16,-79.506221,8.986405,,0
BeyondZacatecas2019,Beyond Zacatecas 2019,Mexico,2019-07-06,2019,7,6,-102.573483,22.771745,,0
BFViennaDay2023,BF Vienna Day 2023,Austria,2023-04-15,2023,4,15,16.45512,48.245365,,0
BFViennaDay2024,BF Vienna Day 2024,Austria,2024-05-04,2024,5,4,16.453463,48.245492,,0
BGCNewcomer2025,Bonifacio Global City Speedcubing Newcomer 2025,Philippines,2025-03-09,2025,3,9,121.056193,14.550209,,0
BhanuBhaktaCubeOpen2020,BhanuBhakta Cube Open 2020,Nepal,2020-02-21,2020,2,21,85.324708,27.726764,,0
BhejaFryDecBangalore2024,Bheja Fry Dec Bangalore 2024,India,2024-11-30,2024,11,30,77.575554,12.891675,,0
BhejaFryOctoberBangalore2024,Bheja Fry October Bangalore 2024,India,2024-10-26,2024,10,26,77.575554,12.891675,,0
BhejaFrySeptBangalore2024,Bheja Fry September Bangalore 2024,India,2024-09-21,2024,9,21,77.575554,12.891675,,0
BhejaFryYearEndOpen2017,Bheja Fry Year End Open 2017,India,2017-12-30,2017,12,30,77.594562,12.889658,,0
BHOS2018,Baku Higher Oil School 2018,Azerbaijan,2018-04-21,2018,4,21,49.874454,40.382991,,0
BHTPyraminxBash2024,BHT Pyraminx Bash 2024,USA,2024-01-20,2024,1,20,-83.106963,40.214704,,0
BialystokOpen2010,Bialystok Open 2010,Poland,2010-05-29,2010,5,29,23.107685,53.129185,,0
BialystokOpen2011,Bialystok Open 2011,Poland,2011-04-16,2011,4,16,23.107685,53.129185,,0
BiblianOpen2025,Biblián Open 2025,Ecuador,2025-10-04,2025,10,4,-78.895611,-2.711585,,0
BibliopenCali2022,Bibliopen Cali 2022,Colombia,2022-09-04,2022,9,4,-76.540471,3.430189,,0
BibliopenCali2023,Bibliopen Cali 2023,Colombia,2023-04-29,2023,4,29,-76.540471,3.430189,,0
BibliopenIICali2022,Bibliopen II Cali 2022,Colombia,2022-12-03,2022,12,3,-76.540471,3.430221,,0
BicentenarioOpen2010,Bicentenario Open 2010,Chile,2010-09-25,2010,9,25,-70.65291,-33.486649,,0
BichoLegalOpen2017,Bicho Legal Open 2017,Brazil,2017-08-19,2017,8,19,-46.89444,-23.191537,,0
BicolOpen2017,Bicol Open 2017,Philippines,2017-11-12,2017,11,12,122.957948,14.11542,,0
BigandBlindMarchSingapore2025,Big and Blind March Singapore 2025,Singapore,2025-03-02,2025,3,2,103.848662,1.279739,,0
BigandBlindNorthAndover2024,Big and Blind North Andover 2024,USA,2024-07-13,2024,7,13,-71.085525,42.707499,,0
BigandBlindQueenstown2025,Big and Blind Queenstown 2025,New Zealand,2025-03-08,2025,3,8,168.744158,-45.026946,,0
BigandBlindRiga2024,Big and Blind Rīga 2024,Latvia,2024-03-09,2024,3,9,24.184877,56.966303,,0
BigandBlindRiga2025,Big and Blind Rīga 2025,Latvia,2025-02-08,2025,2,8,24.032892,56.9603,,0
BigandBlindSamobor2024,Big and Blind Samobor 2024,Croatia,2024-05-25,2024,5,25,15.71999,45.794682,,0
BigandBlindSamobor2025,Big and Blind Samobor 2025,Croatia,2025-07-05,2025,7,5,15.71999,45.794682,,0
BigandBlindYSU2023,Big and Blind YSU 2023,Armenia,2023-10-28,2023,10,28,44.525726,40.189106,,0
BigandRoundTaichung2025,Big and Round Taichung 2025,Taiwan,2025-08-16,2025,8,16,120.595781,24.179807,,0
BigandSkewbUtah2019,Big and Skewb Utah 2019,USA,2019-11-16,2019,11,16,-111.887786,40.578019,,0
BigAppleCubeClash2016,Big Apple Cube Clash 2016,USA,2016-02-27,2016,2,27,-73.912654,40.78022,,0
BigAppleSpring2016,Big Apple Spring 2016,USA,2016-05-21,2016,5,21,-73.912651,40.78022,,0
BigBangOpen2018,Big Bang Open 2018,Guatemala,2018-02-10,2018,2,10,-90.507409,14.598586,,0
BigBangOpen2019,Big Bang Open 2019,Guatemala,2019-06-08,2019,6,8,-90.50612,14.599154,,0
BigBlindBlastOrlando2023,Brilliant Big & Blind Blast Orlando 2023,USA,2023-12-17,2023,12,17,-81.328552,28.479964,,0
BigBlindBucharest2022,Big Blind Bucharest 2022,Romania,2022-12-03,2022,12,3,26.169095,44.427543,,0
BigBlindBucharest2023,Big Blind Bucharest 2023,Romania,2023-07-29,2023,7,29,26.085475,44.490648,,0
BigBlindCBBA2025,Big & Blind CBBA 2025,Bolivia,2025-02-22,2025,2,22,-66.155797,-17.382059,,0
BigBlindClockVantaa2024,Big & Blind & Clock Vantaa 2024,Finland,2024-05-04,2024,5,4,24.864876,60.275359,,0
BigBlindKenya2024,Big & Blind Kenya 2024,Kenya,2024-01-20,2024,1,20,36.823666,-1.306353,,0
BigBlindMinnesota2018,Big N Blind Minnesota 2018,USA,2018-06-02,2018,6,2,-93.402515,45.120766,,0
BigBlindPretoria2024,Big & Blind Pretoria 2024,South Africa,2024-06-15,2024,6,15,28.241264,-25.755949,,0
BigBlindUBC2019,Big Blind UBC 2019,Canada,2019-11-17,2019,11,17,-123.249864,49.266477,,0
BigBrainMinnesota2025,Big Brain Minnesota 2025,USA,2025-08-17,2025,8,17,-93.295143,44.745828,,0
BigCheese2019,Big Cheese 2019,USA,2019-02-02,2019,2,2,-90.906433,43.560503,,0
BigCheese2020,Big Cheese 2020,USA,2020-02-01,2020,2,1,-90.906433,43.560503,,0
BigCheeseOpen2018,Big Cheese Open 2018,USA,2018-01-20,2018,1,20,-90.905771,43.564533,,0
BigCubata2023,Big Cubata 2023,Brazil,2023-03-18,2023,3,18,-46.462721,-23.911984,,0
BigCubataBLD2024,Big Cubata BLD 2024,Brazil,2024-10-05,2024,10,5,-46.462721,-23.911984,,0
BigCubataBLDII2023,Big Cubata BLD II 2023,Brazil,2023-10-28,2023,10,28,-46.462721,-23.911984,,0
BigCubeBash2017,Big Cube Bash 2017,USA,2017-05-13,2017,5,13,-74.176606,40.743016,,0
BigCubeBattleofWaterloo2024,Big Cube Battle of Waterloo 2024,USA,2024-01-27,2024,1,27,-92.349451,42.499296,,0
BigCubeBattleofWaterloo2025,Big Cube Battle of Waterloo 2025,USA,2025-01-18,2025,1,18,-92.340777,42.495076,,0
BigCubeBlastDhaka2024,Big Cube Blast Dhaka 2024,Bangladesh,2024-11-08,2024,11,8,90.34849,23.77029,,0
BigCubeBonanza2018,Big Cube Bonanza 2018,India,2018-05-05,2018,5,5,77.329258,28.670195,,0
BigCubeBonanzaDelhi2024,Big Cube Bonanza Delhi 2024,India,2024-10-05,2024,10,5,77.093436,28.628971,,0
BigCubeKrasnik2014,Big Cube Krasnik 2014,Poland,2014-09-06,2014,9,6,22.153022,50.961047,,0
BigCubesAthens2024,Big Cubes Athens 2024,Greece,2024-03-30,2024,3,30,23.752077,38.021433,,0
BigCubesBC2011,Big Cubes BC 2011,Canada,2011-03-19,2011,3,19,-123.004205,49.229972,,0
BigCubesBucharest2023,Big Cubes Bucharest 2023,Romania,2023-01-07,2023,1,7,26.169095,44.427543,,0
BigCubesChallenge2016,Big Cubes Challenge 2016,Taiwan,2016-02-27,2016,2,27,121.544935,25.054759,,0
BigCubesClockHelsinki2023,Big Cubes & Clock in Helsinki on February 11 2023,Finland,2023-02-11,2023,2,11,24.929255,60.16876,,0
BigCubesforDunwoody2020,Big Cubes for Dunwoody 2020,USA,2020-02-08,2020,2,8,-84.2925,33.960051,,0
BigCubesinBoras2024,Big Cubes in Borås 2024,Sweden,2024-06-01,2024,6,1,12.79671,57.709811,,0
BigCubesinBothell2022,Big Cubes in Bothell 2022,USA,2022-12-10,2022,12,10,-122.218318,47.762441,,0
BigCubesinEdneyville2023,Big Cubes in Edneyville 2023,USA,2023-05-28,2023,5,28,-82.357075,35.382864,,0
BigCubesinLittleKode2025,Big Cubes in Little Kode 2025,Sweden,2025-11-01,2025,11,1,11.851423,57.938393,,0
BigCubesinStafsinge2024,Big Cubes in Stafsinge 2024,Sweden,2024-02-17,2024,2,17,12.440582,56.915593,,0
BigCubesSofia2019,Big Cubes Sofia 2019,Bulgaria,2019-07-27,2019,7,27,23.354149,42.655523,,0
BigCubesSofia2024,Big Cubes Sofia 2024,Bulgaria,2024-02-24,2024,2,24,23.354149,42.655523,,0
BigCubesSummer2009,Big Cubes Summer competition 2009,USA,2009-07-26,2009,7,26,-75.53541,40.554452,,0
BigCubingItaly2013,Big CubingItaly Open 2013,Italy,2013-10-05,2013,10,5,9.225661,45.520661,,0
BigCubingItaly2014,Big CubingItaly 2014,Italy,2014-05-31,2014,5,31,9.22594,45.520901,,0
BigCubingItaly2016,Big CubingItaly 2016,Italy,2016-05-14,2016,5,14,9.226585,45.479632,,0
BigCubingItaly2018,Big CubingItaly 2018,Italy,2018-12-15,2018,12,15,9.226585,45.479632,,0
BigCubingItalyOpen2011,Big CubingItaly Open 2011,Italy,2011-06-11,2011,6,11,9.225715,45.520621,,0
BigESlice2023,Big E Slice 2023,USA,2023-06-10,2023,6,10,-84.303427,37.73081,,0
BigFriendsinFMCCbba2025,Big Friends in FMC Cbba 2025,Bolivia,2025-08-09,2025,8,9,-66.152361,-17.396398,,0
BiggerinBreda2024,Bigger in Breda 2024,Netherlands,2024-05-04,2024,5,4,4.706627,51.600969,,0
BiginAquaticoAclimacao2024,Big in Aquático Aclimação 2024,Brazil,2024-12-08,2024,12,8,-46.629515,-23.584459,,0
BiginBahia2024,Big in Bahia 2024,Brazil,2024-04-14,2024,4,14,-38.338084,-12.943067,,0
BiginBahia2025,Big in Bahia 2025,Brazil,2025-09-14,2025,9,14,-38.343618,-12.931876,,0
BiginLuanda2024,Big in Luanda 2024,Angola,2024-08-17,2024,8,17,13.227903,-8.967721,,0
BignBLDFinprov2024,Big n BLD Finprov 2024,India,2024-04-07,2024,4,7,76.338669,9.499229,,0
BignBlind2016,Big 'n Blind 2016,China,2016-12-11,2016,12,11,113.268644,23.096863,,0
BignBlind2017,Big 'n Blind 2017,China,2017-12-10,2017,12,10,113.268644,23.096863,,0
BignBlindBangaloreApril2023,Big n Blind Bangalore April 2023,India,2023-04-30,2023,4,30,77.575323,12.89164,,0
BigNBlindBangaloreApril2024,Big N Blind Bangalore April 2024,India,2024-04-13,2024,4,13,77.575323,12.89164,,0
BigNBlindBangaloreFeb2024,Big N Blind Bangalore Feb 2024,India,2024-02-17,2024,2,17,77.575323,12.89164,,0
BignBlindBangaloreFeb2025,Big n Blind Bangalore Feb 2025,India,2025-02-09,2025,2,9,77.575554,12.891675,,0
BigNBlindBangaloreJan2024,Big N Blind Bangalore Jan 2024,India,2024-01-20,2024,1,20,77.575323,12.89164,,0
BigNBlindBangaloreJan2025,Big N Blind Bangalore Jan 2025,India,2025-01-12,2025,1,12,77.575323,12.89164,,0
BignBlindBangaloreJuly2024,Big n Blind Bangalore July 2024,India,2024-07-14,2024,7,14,77.575323,12.89164,,0
BigNBlindBangaloreJuly2025,Big N Blind Bangalore July 2025,India,2025-07-12,2025,7,12,77.575554,12.891675,,0
BigNBlindBangaloreJune2024,Big N Blind Bangalore June 2024,India,2024-06-08,2024,6,8,77.575323,12.89164,,0
BigNBlindBangaloreMarch2024,Big N Blind Bangalore March 2024,India,2024-03-09,2024,3,9,77.575323,12.89164,,0
BignBlindBangaloreMarch2025,Big n Blind Bangalore March 2025,India,2025-03-23,2025,3,23,77.575554,12.891675,,0
BigNBlindBangaloreMarch2026,Big N Blind Bangalore March 2026,India,2026-03-15,2026,3,15,77.603811,13.072455,,0
BignBlindBangaloreSeptember2023,Big n Blind Bangalore September 2023,India,2023-09-23,2023,9,23,77.575323,12.89164,,0
BigNBlindBengaluruOct2025,Big N Blind Bengaluru Oct 2025,India,2025-10-25,2025,10,25,77.575323,12.89164,,0
BigNBlindBerwick2023,Big N Blind Berwick 2023,Australia,2023-12-16,2023,12,16,145.347619,-38.031967,,0
BigNBlindBerwick2024,Big N Blind Berwick 2024,Australia,2024-10-12,2024,10,12,145.347619,-38.031967,,0
BignBlindCaloocan2024,Big n' Blind Caloocan 2024,Philippines,2024-08-18,2024,8,18,120.97164,14.658255,,0
BignBlindGuangzhou2018,Big 'n Blind Guangzhou 2018,China,2018-12-09,2018,12,9,113.268644,23.096863,,0
BignBlindGuangzhou2019,Big 'n Blind Guangzhou 2019,China,2019-12-08,2019,12,8,113.263155,23.099484,,0
BignBlindinBangalore2019,Big n Blind in Bangalore 2019,India,2019-08-31,2019,8,31,77.592449,12.889733,,0
BignBlindnClockXianju2024,Big n Blind n Clock Xianju 2024,China,2024-08-31,2024,8,31,120.719709,28.846633,,0
BigNBlindNYC2017,Big N Blind NYC 2017,USA,2017-11-18,2017,11,18,-73.967848,40.753166,,0
BignBlindSzczecinek2023,Big 'n Blind Szczecinek 2023,Poland,2023-06-30,2023,6,30,16.699335,53.697967,,0
BigNSidesatBangalore2025,Big N Sides at Bangalore 2025,India,2025-10-05,2025,10,5,77.603819,13.072476,,0
BignSkewbBoise2024,Big n Skewb Boise 2024,USA,2024-06-08,2024,6,8,-116.355107,43.589026,,0
BignWeird2016,Big 'n Weird Pretoria 2016,South Africa,2016-02-13,2016,2,13,28.231115,-25.756153,,0
BignWeirdPretoria2017,Big 'n Weird Pretoria 2017,South Africa,2017-09-30,2017,9,30,28.231042,-25.756546,,0
BigPineOpen2015,Big Pine Open 2015,Brazil,2015-12-05,2015,12,5,-46.689297,-23.712744,,0
BigsBlindCBBA2026,Bigs & Blind CBBA 2026,Bolivia,2026-02-07,2026,2,7,-66.155797,-17.382059,,0
BigsBlindsElAlto2023,Bigs & Blinds El Alto 2023,Bolivia,2023-11-04,2023,11,4,-68.149357,-16.530859,,0
BigSideBlindOlsztyn2025,Big Side & Blind Olsztyn 2025,Poland,2025-03-22,2025,3,22,20.456106,53.744041,,0
BigSkysHurrah2026,Big Sky's Huckleberry Hurrah 2026,USA,2026-03-28,2026,3,28,-111.308444,45.258908,,0
BigsNaEsquinaBeagaOpen2025,Bigs Na Esquina Beagá Open 2025,Brazil,2025-05-31,2025,5,31,-43.912582,-19.915641,,0
BigSolleNxNxNtuna2023,Big SolleNxNxNtuna 2023,Sweden,2023-09-17,2023,9,17,17.948676,59.429912,,0
BigStartBaja2025,Big Start Baja 2025,Mexico,2025-01-11,2025,1,11,-117.043546,32.531883,,0
BigStateChihuahua2019,Big State Chihuahua 2019,Mexico,2019-01-19,2019,1,19,-106.084164,28.636992,,0
BigTimeManila2023,Big Time Manila 2023,Philippines,2023-10-22,2023,10,22,121.035386,14.635494,,0
BigTimeManila2025,Big Time Manila 2025,Philippines,2025-02-02,2025,2,2,121.035231,14.635506,,0
BigTunas2023,Big Tunas 2023,Mexico,2023-03-18,2023,3,18,-100.999277,22.117359,,0
BIHOpen2012,Bosnia and Herzegovina Open 2012,Bosnia and Herzegovina,2012-07-28,2012,7,28,18.429498,43.8586,BA,1
BilbaoOpen2018,Bilbao Open 2018,Spain,2018-09-01,2018,9,1,-2.926591,43.256722,,0
BilbaoOpen2019,Bilbao Open 2019,Spain,2019-08-31,2019,8,31,-2.927537,43.257253,,0
BilbaoOpen2022,Bilbao Open 2022,Spain,2022-09-03,2022,9,3,-2.927537,43.257253,,0
BilbaoOpen2023,Bilbao Open 2023,Spain,2023-09-02,2023,9,2,-2.927537,43.257253,,0
BilbaoOpen2024,Bilbao Open 2024,Spain,2024-08-31,2024,8,31,-2.927537,43.257253,,0
BilbaoOpen2025,Bilbao Open 2025,Spain,2025-08-30,2025,8,30,-2.927537,43.257253,,0
BilbaoUrteBerriOff2025,Bilbao Urte Berri Off 2025,Spain,2025-12-29,2025,12,29,-2.949151,43.256503,,0
BilbaoUrteBerriOpeN2025,Bilbao Urte Berri OpeN 2025,Spain,2025-01-03,2025,1,3,-2.927537,43.257253,,0
BillingsFall2024,Billings Fall 2024,USA,2024-09-28,2024,9,28,-108.479046,45.795506,,0
BillingsSpeedcubing2023,Billings Speedcubing 2023,USA,2023-09-30,2023,9,30,-108.477437,45.800233,,0
BimaalCuboBogota2025,Bima al Cubo Bogotá 2025,Colombia,2025-08-23,2025,8,23,-74.040025,4.807364,,0
BimaalCuboIIBogota2025,Bima al Cubo II Bogotá 2025,Colombia,2025-12-14,2025,12,14,-74.040025,4.807364,,0
BimaalCuboIIIBogota2026,Bima al Cubo III Bogotá 2026,Colombia,2026-01-11,2026,1,11,-74.040025,4.807364,,0
BinghamtonCubeDay2024,Binghamton Cube Day 2024,USA,2024-06-16,2024,6,16,-76.044902,42.09753,,0
BinghamtonCubeDay2025,Binghamton Cube Day 2025,USA,2025-03-30,2025,3,30,-75.91429,42.10146,,0
BinghamtonSummer2025,Binghamton Summer 2025,USA,2025-07-19,2025,7,19,-75.91429,42.10146,,0
BinghamtonWinter2019,Binghamton Winter 2019,USA,2019-03-03,2019,3,3,-75.97195,42.093442,,0
BinghamtonWinter2025,Binghamton Winter 2025,USA,2025-01-12,2025,1,12,-75.91429,42.10146,,0
BinghamtonWinterCubeDay2018,Binghamton Winter Cube Day 2018,USA,2018-02-24,2018,2,24,-75.97195,42.093442,,0
BintaroOpen2017,Bintaro Open 2017,Indonesia,2017-05-21,2017,5,21,106.696662,-6.28794,,0
BinusSpeedcubing2024,Binus Speedcubing 2024,Indonesia,2024-02-03,2024,2,3,106.648385,-6.22339,,0
